date,type,category,description,amount,memo
2023-02-14,지출,주거,가스비,-185449,카드결제
2023-02-14,지출,저축/투자,적금 납입,-682716,
2023-02-15,지출,교통,주차비,-8293,
2023-02-15,수입,급여,보너스,3997827,메모_3371
2023-02-15,지출,주거,인터넷 설치,-156702,
2023-02-15,지출,식비,중식당,-61302,카드결제
2023-02-15,지출,통신,인터넷 요금,-108491,메모_4612
2023-02-16,지출,쇼핑,옷 구입,-340445,현금
2023-02-16,지출,주거,관리비,-65095,
2023-02-16,지출,쇼핑,생활용품,-147181,메모_3167
2023-02-16,지출,문화/여가,공연 티켓,-37392,
2023-02-17,지출,주거,전기세,-159317,
2023-02-17,지출,저축/투자,주식 매수,-274549,
2023-02-17,지출,저축/투자,주식 매수,-126716,
2023-02-18,수입,급여,프리랜서 수입,3474183,메모_1893
2023-02-18,지출,저축/투자,주식 매수,-340554,메모_4997
2023-02-19,수입,급여,이자 수입,4194239,현금
2023-02-19,지출,식비,일식당,-73436,
2023-02-19,지출,쇼핑,화장품,-394244,메모_2955
2023-02-20,지출,식비,편의점,-41989,
2023-02-20,수입,급여,월급,3447352,
2023-02-20,수입,기타수입,환급금,251985,
2023-02-21,지출,저축/투자,적금 납입,-184475,카드결제
2023-02-21,수입,기타수입,용돈,119700,
2023-02-21,지출,쇼핑,옷 구입,-56781,
2023-02-22,수입,급여,프리랜서 수입,3252267,
2023-02-22,지출,여행,여행 경비,-1266128,
2023-02-23,수입,급여,보너스,4759127,
2023-02-24,지출,교육,온라인 강의,-424795,
2023-02-24,지출,통신,케이블TV,-21861,
2023-02-24,지출,주거,가스비,-58779,메모_3967
2023-02-27,지출,교육,교재 구입,-138914,카드결제
2023-02-27,지출,의료,병원 진료,-75067,현금
2023-02-27,지출,식비,카페,-61854,현금
2023-02-27,수입,급여,월급,4033577,
2023-02-27,지출,주거,수도세,-160030,
2023-02-28,지출,여행,항공권,-409189,메모_3494
2023-03-01,지출,교육,온라인 강의,-58602,
2023-03-01,수입,급여,보너스,2885353,현금
2023-03-02,지출,저축/투자,펀드 투자,-690151,메모_4025
2023-03-02,지출,저축/투자,적금 납입,-281636,
2023-03-03,지출,교통,지하철,-127784,
2023-03-03,지출,교육,자격증 시험,-154745,현금
2023-03-04,지출,여행,여행 경비,-886344,카드결제
2023-03-04,수입,기타수입,환급금,331352,카드결제
2023-03-04,지출,저축/투자,주식 매수,-745118,
2023-03-05,지출,의료,약국,-114662,메모_1107
2023-03-05,수입,급여,이자 수입,2723108,
2023-03-05,지출,의료,약국,-170558,
2023-03-06,지출,교통,고속도로 통행료,-24469,
2023-03-07,지출,여행,항공권,-556053,카드결제
2023-03-07,지출,식비,분식집,-32627,카드결제
2023-03-09,지출,저축/투자,적금 납입,-965700,
2023-03-09,지출,문화/여가,OTT 구독,-22206,
2023-03-10,지출,문화/여가,도서 구입,-86085,현금
2023-03-10,지출,교통,버스,-134946,카드결제
2023-03-11,지출,여행,숙박비,-1199575,
2023-03-11,지출,교육,온라인 강의,-322611,현금
2023-03-12,수입,기타수입,용돈,440689,
2023-03-13,지출,식비,점심식사,-42537,카드결제
2023-03-13,지출,교육,교재 구입,-86518,메모_2033
2023-03-13,지출,주거,관리비,-138599,메모_2057
2023-03-13,지출,문화/여가,스포츠센터,-37256,메모_3036
2023-03-14,지출,의료,한의원,-25361,
2023-03-17,지출,문화/여가,공연 티켓,-61893,카드결제
2023-03-18,지출,문화/여가,스포츠센터,-20593,
2023-03-19,지출,여행,숙박비,-971224,현금
2023-03-19,지출,문화/여가,도서 구입,-118804,현금
2023-03-19,지출,쇼핑,가전제품,-415163,현금
2023-03-19,지출,교통,택시,-112907,
2023-03-19,지출,쇼핑,온라인쇼핑,-272254,메모_4394
2023-03-19,수입,급여,보너스,3195722,
2023-03-20,지출,주거,수도세,-149938,현금
2023-03-21,지출,문화/여가,게임 아이템,-105378,현금
2023-03-21,지출,교통,KTX,-72565,현금
2023-03-21,지출,교통,KTX,-22866,메모_1881
2023-03-22,지출,쇼핑,화장품,-146136,카드결제
2023-03-23,수입,기타수입,용돈,232211,현금
2023-03-24,지출,교통,KTX,-81484,메모_733
2023-03-24,지출,저축/투자,펀드 투자,-917146,카드결제
2023-03-24,지출,교통,주유비,-114940,
2023-03-24,지출,식비,저녁외식,-64986,현금
2023-03-25,지출,통신,휴대폰 요금,-116191,
2023-03-25,지출,문화/여가,OTT 구독,-44916,
2023-03-25,수입,급여,월급,3775330,
2023-03-25,수입,기타수입,용돈,16736,
2023-03-25,지출,교통,택시,-7183,메모_4550
2023-03-25,지출,문화/여가,공연 티켓,-108716,
2023-03-27,수입,급여,월급,3063200,
2023-03-28,지출,여행,여행 경비,-1250666,
2023-03-28,지출,교통,택시,-80648,메모_4786
2023-03-29,지출,쇼핑,가전제품,-451442,카드결제
2023-03-29,수입,기타수입,환급금,118138,현금
2023-03-30,지출,저축/투자,펀드 투자,-835829,현금
2023-03-30,지출,문화/여가,영화관,-5071,메모_1241
2023-03-31,지출,여행,항공권,-1136478,메모_2402
2023-04-01,지출,문화/여가,음악 스트리밍,-44799,
2023-04-02,지출,통신,휴대폰 요금,-99503,
2023-04-02,수입,급여,이자 수입,3434823,카드결제
2023-04-02,수입,기타수입,환급금,330719,
2023-04-03,지출,통신,케이블TV,-119716,
2023-04-04,수입,급여,월급,2995796,메모_797
2023-04-05,지출,쇼핑,옷 구입,-463149,
2023-04-05,수입,기타수입,환급금,324801,
2023-04-05,수입,급여,이자 수입,3282611,
2023-04-06,지출,주거,가스비,-50978,
2023-04-06,지출,교육,자격증 시험,-164672,
2023-04-08,지출,저축/투자,펀드 투자,-725958,
2023-04-08,지출,주거,수도세,-60834,
2023-04-08,지출,의료,치과,-161796,
2023-04-08,지출,식비,편의점,-63156,
2023-04-09,지출,통신,케이블TV,-116937,
2023-04-09,지출,교통,버스,-136207,현금
2023-04-10,지출,교통,버스,-148179,카드결제
2023-04-10,지출,쇼핑,옷 구입,-378100,
2023-04-10,수입,급여,이자 수입,3702992,
2023-04-10,지출,교육,학원비,-411738,카드결제
2023-04-11,지출,여행,여행 경비,-1145201,
2023-04-11,지출,교육,교재 구입,-461262,카드결제
2023-04-11,지출,교통,고속도로 통행료,-144571,
2023-04-11,지출,저축/투자,주식 매수,-826454,현금
2023-04-12,지출,의료,치과,-44011,
2023-04-13,수입,기타수입,환급금,131198,카드결제
2023-04-13,지출,주거,전기세,-82206,
2023-04-13,지출,쇼핑,가전제품,-40665,현금
2023-04-13,지출,문화/여가,게임 아이템,-95871,메모_4609
2023-04-13,지출,문화/여가,스포츠센터,-31792,현금
2023-04-14,지출,교통,택시,-73437,카드결제
2023-04-14,수입,기타수입,환급금,221937,메모_2295
2023-04-15,수입,급여,프리랜서 수입,3270355,
2023-04-15,지출,문화/여가,음악 스트리밍,-32955,
2023-04-16,지출,식비,배달음식,-61559,
2023-04-16,수입,급여,프리랜서 수입,3717550,메모_2500
2023-04-17,지출,교육,교재 구입,-579315,카드결제
2023-04-17,지출,식비,분식집,-77559,
2023-04-18,지출,교통,주차비,-87462,
2023-04-18,지출,주거,관리비,-39894,
2023-04-19,지출,여행,항공권,-211416,현금
2023-04-19,지출,문화/여가,공연 티켓,-23630,카드결제
2023-04-19,지출,쇼핑,옷 구입,-139589,현금
2023-04-20,지출,교육,자격증 시험,-507244,
2023-04-20,지출,통신,인터넷 요금,-88482,카드결제
2023-04-20,지출,주거,인터넷 설치,-241923,카드결제
2023-04-20,지출,저축/투자,주식 매수,-104301,메모_3594
2023-04-21,수입,기타수입,중고 판매,114687,
2023-04-22,지출,여행,항공권,-983062,
2023-04-22,지출,문화/여가,OTT 구독,-24205,
2023-04-23,지출,의료,한의원,-51004,현금
2023-04-23,지출,의료,약국,-62443,메모_154
2023-04-23,지출,쇼핑,화장품,-383618,카드결제
2023-04-23,지출,여행,여행 경비,-1298355,현금
2023-04-23,지출,교육,학원비,-457964,현금
2023-04-26,수입,기타수입,중고 판매,248068,현금
2023-04-26,지출,교육,온라인 강의,-573131,
2023-04-26,수입,기타수입,용돈,112661,카드결제
2023-04-26,지출,쇼핑,신발 구입,-273990,
2023-04-27,지출,저축/투자,주식 매수,-898821,
2023-04-27,지출,의료,한의원,-57845,메모_4235
2023-04-28,지출,문화/여가,음악 스트리밍,-104322,메모_4156
2023-04-30,지출,문화/여가,음악 스트리밍,-10602,메모_3521
2023-04-30,수입,급여,이자 수입,2800389,메모_4788
2023-05-02,수입,기타수입,중고 판매,431843,카드결제
2023-05-02,지출,문화/여가,영화관,-43908,
2023-05-02,지출,통신,휴대폰 요금,-32093,현금
2023-05-03,지출,식비,일식당,-54498,카드결제
2023-05-03,지출,주거,수도세,-51358,메모_2695
2023-05-04,지출,저축/투자,펀드 투자,-911627,메모_3062
2023-05-04,지출,문화/여가,도서 구입,-77479,현금
2023-05-05,지출,문화/여가,OTT 구독,-73134,카드결제
2023-05-06,수입,기타수입,환급금,466806,카드결제
2023-05-06,지출,교육,학원비,-291773,카드결제
2023-05-06,지출,쇼핑,가전제품,-122695,카드결제
2023-05-07,지출,교통,지하철,-14353,메모_786
2023-05-07,지출,주거,인터넷 설치,-192582,
2023-05-08,지출,여행,항공권,-603949,카드결제
2023-05-09,지출,문화/여가,음악 스트리밍,-9073,메모_343
2023-05-09,지출,여행,숙박비,-284560,
2023-05-09,지출,교육,학원비,-236851,현금
2023-05-09,지출,여행,항공권,-222864,
2023-05-10,지출,여행,여행 경비,-1168947,메모_118
2023-05-10,지출,문화/여가,음악 스트리밍,-86665,현금
2023-05-11,지출,주거,가스비,-135779,현금
2023-05-11,지출,쇼핑,신발 구입,-265444,
2023-05-12,지출,주거,인터넷 설치,-183575,
2023-05-12,지출,여행,숙박비,-622236,
2023-05-13,지출,통신,케이블TV,-112843,현금
2023-05-13,지출,식비,배달음식,-40375,
2023-05-13,지출,교통,택시,-66586,현금
2023-05-15,지출,문화/여가,스포츠센터,-94694,
2023-05-17,수입,기타수입,중고 판매,84324,
2023-05-17,지출,교통,고속도로 통행료,-109312,
2023-05-18,지출,문화/여가,도서 구입,-13292,메모_226
2023-05-18,지출,저축/투자,펀드 투자,-626884,
2023-05-18,지출,저축/투자,적금 납입,-775928,
2023-05-19,수입,급여,프리랜서 수입,3571726,
2023-05-19,지출,문화/여가,공연 티켓,-35957,
2023-05-19,지출,교통,고속도로 통행료,-40725,
2023-05-19,수입,기타수입,환급금,111038,현금
2023-05-19,수입,기타수입,환급금,402263,
2023-05-20,지출,교통,지하철,-100839,카드결제
2023-05-21,지출,저축/투자,펀드 투자,-61991,현금
2023-05-21,지출,통신,케이블TV,-32234,
2023-05-21,지출,식비,저녁외식,-27108,현금
2023-05-22,지출,교육,학원비,-264607,현금
2023-05-22,지출,통신,케이블TV,-36327,
2023-05-22,수입,급여,보너스,2973292,
2023-05-23,지출,여행,항공권,-678558,현금
2023-05-23,지출,저축/투자,펀드 투자,-587087,
2023-05-23,지출,쇼핑,온라인쇼핑,-463805,카드결제
2023-05-23,지출,저축/투자,적금 납입,-775959,
2023-05-24,수입,기타수입,용돈,465591,
2023-05-24,지출,교통,주유비,-64617,메모_1975
2023-05-24,지출,교육,학원비,-566568,메모_3942
2023-05-25,지출,교통,주차비,-133246,
2023-05-25,지출,교통,주유비,-97275,
2023-05-25,지출,저축/투자,적금 납입,-516070,
2023-05-25,지출,식비,배달음식,-37002,현금
2023-05-25,수입,급여,월급,3301139,
2023-05-27,지출,저축/투자,적금 납입,-217234,
2023-05-27,지출,여행,여행 경비,-1200568,메모_2964
2023-05-27,지출,교육,온라인 강의,-365974,
2023-05-28,지출,여행,항공권,-198669,
2023-05-28,지출,통신,케이블TV,-63741,
2023-05-28,수입,기타수입,중고 판매,129400,메모_2399
2023-05-28,지출,여행,여행 경비,-485376,카드결제
2023-05-29,지출,여행,여행 경비,-331613,
2023-05-29,지출,의료,안과,-159170,
2023-05-29,지출,교육,온라인 강의,-98465,현금
2023-05-29,지출,쇼핑,생활용품,-124750,
2023-05-30,지출,문화/여가,영화관,-104330,메모_3078
2023-05-31,수입,급여,프리랜서 수입,3401862,
2023-05-31,지출,교통,주차비,-40397,카드결제
2023-05-31,지출,의료,약국,-64412,
2023-06-01,수입,급여,프리랜서 수입,4413474,
2023-06-01,지출,교통,버스,-59789,현금
2023-06-01,지출,교통,버스,-146441,
2023-06-01,수입,기타수입,환급금,247301,현금
2023-06-01,지출,저축/투자,주식 매수,-887200,메모_2270
2023-06-01,지출,교육,자격증 시험,-465610,
2023-06-01,지출,문화/여가,OTT 구독,-96275,현금
2023-06-02,지출,교육,자격증 시험,-75599,메모_947
2023-06-02,수입,급여,이자 수입,4442201,
2023-06-02,지출,식비,편의점,-52434,
2023-06-02,수입,급여,월급,2503441,
2023-06-05,지출,의료,병원 진료,-117520,현금
2023-06-05,지출,통신,인터넷 요금,-75549,
2023-06-05,지출,교통,버스,-30552,
2023-06-05,수입,급여,프리랜서 수입,4596314,
2023-06-06,지출,문화/여가,OTT 구독,-79128,
2023-06-06,지출,주거,관리비,-282100,
2023-06-07,지출,식비,저녁외식,-42085,메모_450
2023-06-08,지출,저축/투자,펀드 투자,-640730,
2023-06-08,지출,의료,약국,-193030,카드결제
2023-06-08,지출,쇼핑,가전제품,-107184,카드결제
2023-06-09,지출,주거,가스비,-117369,
2023-06-09,지출,교육,교재 구입,-150181,현금
2023-06-09,지출,의료,치과,-63137,메모_1530
2023-06-09,지출,주거,관리비,-206956,
2023-06-12,지출,주거,관리비,-109880,
2023-06-12,지출,주거,관리비,-57549,카드결제
2023-06-13,지출,문화/여가,영화관,-36956,카드결제
2023-06-13,지출,문화/여가,도서 구입,-7714,메모_2795
2023-06-13,지출,통신,케이블TV,-27420,메모_4163
2023-06-13,지출,의료,한의원,-60892,카드결제
2023-06-14,지출,쇼핑,가전제품,-442260,
2023-06-15,지출,저축/투자,적금 납입,-931723,메모_981
2023-06-15,지출,교통,주차비,-30145,카드결제
2023-06-15,지출,교육,온라인 강의,-465597,메모_2625
2023-06-16,지출,주거,관리비,-163408,현금
2023-06-16,지출,교통,버스,-25203,현금
2023-06-17,지출,주거,관리비,-58721,
2023-06-17,지출,교육,교재 구입,-562855,
2023-06-17,지출,통신,인터넷 요금,-78751,
2023-06-17,지출,교통,주차비,-77981,
2023-06-20,지출,문화/여가,OTT 구독,-41479,현금
2023-06-20,지출,주거,가스비,-290262,
2023-06-20,수입,급여,월급,2504026,메모_3531
2023-06-22,지출,교육,교재 구입,-216494,카드결제
2023-06-22,지출,통신,케이블TV,-73635,
2023-06-22,수입,기타수입,환급금,53079,
2023-06-22,지출,통신,인터넷 요금,-84323,
2023-06-23,지출,문화/여가,스포츠센터,-117768,
2023-06-23,지출,교통,택시,-2323,
2023-06-24,수입,기타수입,중고 판매,392520,카드결제
2023-06-24,수입,기타수입,환급금,261168,
2023-06-26,지출,주거,인터넷 설치,-93883,
2023-06-26,지출,쇼핑,화장품,-388065,카드결제
2023-06-27,지출,교통,KTX,-8806,메모_1268
2023-06-27,지출,통신,케이블TV,-43323,메모_4889
2023-06-28,수입,급여,이자 수입,4894501,
2023-06-29,지출,문화/여가,스포츠센터,-9785,현금
2023-06-29,수입,급여,프리랜서 수입,4802406,카드결제
2023-06-30,지출,의료,안과,-194283,메모_1691
2023-06-30,지출,저축/투자,적금 납입,-672838,
2023-07-01,지출,의료,안과,-141607,
2023-07-01,지출,교육,자격증 시험,-286845,
2023-07-02,수입,급여,월급,2676940,
2023-07-02,지출,의료,약국,-89116,
2023-07-02,지출,식비,카페,-43037,
2023-07-02,지출,교통,지하철,-86584,
2023-07-04,지출,교통,고속도로 통행료,-26403,
2023-07-04,지출,교통,택시,-37460,
2023-07-05,지출,교육,온라인 강의,-543297,현금
2023-07-05,지출,통신,휴대폰 요금,-42856,메모_3990
2023-07-06,지출,문화/여가,게임 아이템,-46358,메모_1120
2023-07-06,지출,교육,교재 구입,-570969,카드결제
2023-07-06,지출,여행,항공권,-738028,현금
2023-07-07,지출,저축/투자,주식 매수,-461612,
2023-07-07,수입,급여,월급,3034923,메모_1273
2023-07-07,지출,통신,인터넷 요금,-112866,현금
2023-07-08,지출,교육,온라인 강의,-218929,
2023-07-08,지출,교통,고속도로 통행료,-67542,
2023-07-08,지출,교육,자격증 시험,-57350,메모_4128
2023-07-09,지출,여행,항공권,-1426623,
2023-07-09,지출,저축/투자,적금 납입,-424702,
2023-07-09,지출,교육,교재 구입,-97220,
2023-07-09,지출,저축/투자,적금 납입,-600325,카드결제
2023-07-10,수입,기타수입,환급금,104269,
2023-07-10,지출,식비,분식집,-69472,메모_2778
2023-07-10,지출,문화/여가,스포츠센터,-31557,메모_2882
2023-07-11,지출,교통,버스,-137743,메모_1026
2023-07-11,지출,통신,휴대폰 요금,-41704,
2023-07-13,지출,문화/여가,영화관,-61894,메모_1189
2023-07-13,수입,급여,월급,4317717,현금
2023-07-13,지출,저축/투자,주식 매수,-381761,
2023-07-14,수입,기타수입,용돈,377382,
2023-07-14,지출,쇼핑,생활용품,-452946,메모_708
2023-07-14,수입,급여,보너스,4155575,
2023-07-14,지출,의료,안과,-194663,
2023-07-14,지출,저축/투자,적금 납입,-269011,카드결제
2023-07-14,수입,급여,보너스,3683194,
2023-07-15,수입,기타수입,환급금,358692,메모_1417
2023-07-15,지출,주거,가스비,-236329,
2023-07-15,지출,여행,항공권,-739401,현금
2023-07-15,수입,급여,보너스,3272745,
2023-07-15,수입,급여,이자 수입,4473151,
2023-07-16,지출,식비,일식당,-30297,현금
2023-07-17,지출,교통,KTX,-42074,현금
2023-07-17,수입,급여,프리랜서 수입,2908375,메모_879
2023-07-17,수입,급여,월급,2553404,메모_4092
2023-07-17,지출,문화/여가,음악 스트리밍,-18953,
2023-07-18,지출,주거,관리비,-44548,
2023-07-19,수입,급여,프리랜서 수입,2520266,
2023-07-19,지출,교육,자격증 시험,-393831,카드결제
2023-07-20,지출,통신,케이블TV,-76980,
2023-07-20,지출,교육,자격증 시험,-204650,
2023-07-20,수입,급여,이자 수입,2879301,
2023-07-20,지출,문화/여가,음악 스트리밍,-104958,
2023-07-20,지출,통신,인터넷 요금,-44246,메모_3513
2023-07-21,수입,기타수입,환급금,432327,현금
2023-07-22,지출,저축/투자,적금 납입,-933101,
2023-07-23,지출,의료,치과,-20941,
2023-07-24,수입,기타수입,용돈,231867,현금
2023-07-25,지출,문화/여가,영화관,-73236,카드결제
2023-07-25,수입,급여,월급,3326794,메모_1702
2023-07-25,지출,여행,항공권,-922447,메모_2074
2023-07-25,지출,교육,자격증 시험,-411722,
2023-07-25,지출,저축/투자,적금 납입,-471761,메모_3519
2023-07-25,지출,쇼핑,화장품,-119250,카드결제
2023-07-25,지출,문화/여가,도서 구입,-5770,현금
2023-07-26,지출,의료,약국,-24578,
2023-07-26,수입,기타수입,환급금,45396,
2023-07-26,지출,식비,배달음식,-23016,
2023-07-26,수입,기타수입,용돈,492941,
2023-07-26,지출,의료,병원 진료,-143956,
2023-07-27,수입,기타수입,환급금,343011,현금
2023-07-27,지출,주거,관리비,-151094,현금
2023-07-27,지출,교육,자격증 시험,-340121,메모_4929
2023-07-28,지출,통신,휴대폰 요금,-95246,
2023-07-28,지출,쇼핑,화장품,-130013,메모_2898
2023-07-28,지출,의료,치과,-145656,
2023-07-30,지출,쇼핑,생활용품,-134205,
2023-07-30,지출,쇼핑,가전제품,-375412,현금
2023-07-31,지출,주거,가스비,-62182,카드결제
2023-08-01,지출,주거,인터넷 설치,-40095,
2023-08-02,지출,식비,편의점,-28832,카드결제
2023-08-02,지출,주거,수도세,-154455,
2023-08-03,수입,급여,월급,2671501,
2023-08-03,지출,쇼핑,화장품,-327074,
2023-08-03,지출,교육,교재 구입,-107057,현금
2023-08-04,수입,기타수입,환급금,174061,
2023-08-04,지출,통신,인터넷 요금,-54967,
2023-08-05,수입,기타수입,용돈,406845,현금
2023-08-05,지출,통신,휴대폰 요금,-54302,
2023-08-07,지출,교통,택시,-102655,카드결제
2023-08-08,지출,식비,편의점,-46461,메모_2186
2023-08-08,지출,교육,온라인 강의,-595377,
2023-08-10,지출,교육,학원비,-343768,메모_1534
2023-08-10,지출,식비,중식당,-65087,카드결제
2023-08-12,수입,기타수입,중고 판매,266617,카드결제
2023-08-12,지출,의료,병원 진료,-16000,메모_2681
2023-08-13,지출,통신,케이블TV,-49214,현금
2023-08-14,수입,기타수입,용돈,152322,현금
2023-08-14,수입,기타수입,중고 판매,309369,
2023-08-15,수입,기타수입,중고 판매,128668,
2023-08-15,지출,의료,치과,-157527,카드결제
2023-08-15,지출,교통,KTX,-118198,메모_4272
2023-08-17,지출,저축/투자,적금 납입,-143946,현금
2023-08-17,지출,문화/여가,OTT 구독,-103129,현금
2023-08-18,수입,기타수입,환급금,467306,
2023-08-19,수입,기타수입,중고 판매,443132,
2023-08-19,지출,의료,병원 진료,-127691,
2023-08-20,지출,문화/여가,게임 아이템,-99158,
2023-08-20,지출,교통,버스,-15099,
2023-08-20,지출,저축/투자,주식 매수,-415004,카드결제
2023-08-20,지출,식비,점심식사,-71391,현금
2023-08-21,지출,저축/투자,적금 납입,-675185,
2023-08-22,수입,급여,보너스,3991004,현금
2023-08-22,지출,통신,휴대폰 요금,-41049,카드결제
2023-08-22,지출,교육,자격증 시험,-332422,
2023-08-23,수입,기타수입,환급금,129223,현금
2023-08-24,지출,문화/여가,OTT 구독,-50848,현금
2023-08-24,지출,문화/여가,공연 티켓,-38644,
2023-08-28,지출,쇼핑,옷 구입,-130619,
2023-08-28,지출,문화/여가,도서 구입,-38130,카드결제
2023-08-28,지출,문화/여가,OTT 구독,-99805,
2023-08-28,수입,기타수입,환급금,293289,카드결제
2023-08-28,수입,기타수입,용돈,340413,
2023-08-30,지출,쇼핑,가전제품,-185629,현금
2023-08-30,지출,의료,치과,-155585,현금
2023-08-30,지출,식비,배달음식,-40081,카드결제
2023-08-30,지출,식비,일식당,-70763,
2023-08-30,수입,급여,이자 수입,3702561,
2023-08-30,수입,급여,프리랜서 수입,3205480,현금
2023-08-30,지출,교통,택시,-74137,메모_4689
2023-08-31,지출,여행,항공권,-1188306,
2023-08-31,지출,저축/투자,펀드 투자,-150795,메모_4873
2023-09-01,지출,주거,인터넷 설치,-195039,현금
2023-09-01,지출,저축/투자,주식 매수,-129023,
2023-09-01,지출,쇼핑,옷 구입,-460231,
2023-09-02,지출,교육,교재 구입,-58356,
2023-09-02,지출,여행,여행 경비,-980229,
2023-09-02,지출,여행,여행 경비,-497618,
2023-09-02,지출,통신,휴대폰 요금,-33515,현금
2023-09-03,수입,기타수입,중고 판매,109527,메모_105
2023-09-03,지출,교통,택시,-34682,
2023-09-03,지출,식비,분식집,-28467,
2023-09-04,지출,통신,케이블TV,-92964,
2023-09-04,수입,급여,이자 수입,4645793,
2023-09-05,수입,기타수입,환급금,95197,카드결제
2023-09-05,수입,기타수입,용돈,70943,
2023-09-05,수입,기타수입,중고 판매,12651,
2023-09-06,지출,교육,온라인 강의,-180653,
2023-09-07,수입,급여,프리랜서 수입,4275895,
2023-09-07,지출,문화/여가,영화관,-89730,카드결제
2023-09-07,지출,저축/투자,주식 매수,-415459,
2023-09-08,지출,쇼핑,옷 구입,-347432,카드결제
2023-09-08,지출,쇼핑,가전제품,-326863,
2023-09-08,지출,교육,학원비,-71695,
2023-09-08,지출,의료,병원 진료,-62096,
2023-09-10,지출,문화/여가,게임 아이템,-32100,
2023-09-10,지출,통신,휴대폰 요금,-40438,
2023-09-11,지출,주거,수도세,-101368,
2023-09-11,지출,교통,고속도로 통행료,-88772,
2023-09-12,수입,급여,이자 수입,3488250,
2023-09-12,지출,통신,인터넷 요금,-28833,카드결제
2023-09-12,지출,통신,휴대폰 요금,-28442,
2023-09-13,지출,교통,주차비,-121625,메모_2095
2023-09-14,지출,저축/투자,적금 납입,-136345,카드결제
2023-09-15,수입,기타수입,환급금,490333,
2023-09-16,지출,통신,인터넷 요금,-94479,카드결제
2023-09-16,수입,기타수입,중고 판매,443361,
2023-09-16,지출,쇼핑,신발 구입,-286147,현금
2023-09-16,지출,여행,항공권,-1322386,카드결제
2023-09-16,지출,교육,온라인 강의,-71820,
2023-09-17,지출,교통,지하철,-33475,현금
2023-09-17,수입,기타수입,중고 판매,16194,현금
2023-09-17,지출,주거,수도세,-86629,카드결제
2023-09-18,지출,교통,지하철,-139953,
2023-09-18,지출,의료,병원 진료,-146377,현금
2023-09-18,수입,기타수입,중고 판매,462467,카드결제
2023-09-18,지출,식비,저녁외식,-40386,
2023-09-19,수입,기타수입,환급금,117644,
2023-09-19,수입,급여,프리랜서 수입,3876804,현금
2023-09-19,지출,저축/투자,펀드 투자,-745687,현금
2023-09-20,지출,교육,온라인 강의,-103097,카드결제
2023-09-20,수입,기타수입,환급금,243495,
2023-09-20,지출,쇼핑,신발 구입,-44714,
2023-09-20,지출,문화/여가,OTT 구독,-66037,현금
2023-09-25,지출,통신,인터넷 요금,-75823,현금
2023-09-25,지출,여행,여행 경비,-1382331,카드결제
2023-09-25,수입,급여,보너스,4072545,
2023-09-27,수입,급여,보너스,2706423,
2023-09-27,지출,주거,관리비,-38614,
2023-09-28,지출,쇼핑,화장품,-395477,카드결제
2023-09-28,수입,급여,보너스,4977937,카드결제
2023-09-29,지출,주거,가스비,-247939,현금
2023-10-01,지출,쇼핑,신발 구입,-454827,메모_4912
2023-10-02,지출,교통,주차비,-147766,메모_29
2023-10-02,지출,문화/여가,OTT 구독,-73219,
2023-10-02,지출,교통,택시,-50550,
2023-10-02,수입,기타수입,용돈,185155,카드결제
2023-10-02,지출,의료,치과,-76063,현금
2023-10-03,지출,문화/여가,도서 구입,-88802,메모_4339
2023-10-04,지출,저축/투자,적금 납입,-842721,카드결제
2023-10-04,지출,쇼핑,생활용품,-67639,
2023-10-04,지출,주거,가스비,-150232,
2023-10-05,지출,문화/여가,스포츠센터,-10020,메모_49
2023-10-05,수입,기타수입,용돈,487077,
2023-10-06,지출,주거,전기세,-202291,
2023-10-06,지출,통신,케이블TV,-41333,
2023-10-06,수입,기타수입,환급금,142889,
2023-10-06,지출,통신,인터넷 요금,-99506,메모_4573
2023-10-07,지출,식비,배달음식,-70467,
2023-10-08,지출,쇼핑,가전제품,-321136,
2023-10-08,수입,기타수입,환급금,400453,
2023-10-09,지출,교육,자격증 시험,-503515,
2023-10-11,수입,급여,프리랜서 수입,4787755,
2023-10-12,지출,쇼핑,온라인쇼핑,-204398,
2023-10-12,수입,기타수입,용돈,113606,카드결제
2023-10-13,지출,저축/투자,펀드 투자,-649405,
2023-10-13,지출,식비,마트,-40587,
2023-10-13,수입,급여,프리랜서 수입,3570740,메모_2204
2023-10-13,지출,교육,교재 구입,-86010,
2023-10-13,지출,식비,한식당,-26440,현금
2023-10-13,지출,문화/여가,공연 티켓,-50485,현금
2023-10-13,지출,교육,자격증 시험,-52429,
2023-10-14,지출,교육,자격증 시험,-564426,
2023-10-14,지출,여행,숙박비,-1358114,
2023-10-14,지출,교육,자격증 시험,-415226,메모_1448
2023-10-14,지출,식비,저녁외식,-74139,
2023-10-14,수입,기타수입,환급금,158996,
2023-10-14,지출,주거,수도세,-99621,현금
2023-10-15,수입,기타수입,환급금,173026,메모_409
2023-10-15,수입,급여,프리랜서 수입,2852380,
2023-10-16,지출,주거,인터넷 설치,-54379,
2023-10-16,지출,주거,가스비,-178103,현금
2023-10-16,지출,통신,휴대폰 요금,-96671,메모_4497
2023-10-17,지출,쇼핑,옷 구입,-403662,메모_2432
2023-10-18,수입,급여,프리랜서 수입,2750715,현금
2023-10-18,지출,통신,휴대폰 요금,-59746,카드결제
2023-10-18,지출,교통,KTX,-50275,메모_4779
2023-10-19,지출,식비,한식당,-44309,
2023-10-19,수입,급여,이자 수입,4376568,카드결제
